Job Title,Company Name,Location Name,Date,Job Skills,Link,Salary,Requirments
Senior Python Developer,FlairsTech,"Maadi, Cairo, Egypt ",2 days ago,Full timeShift basedWork from homeExperienced · 3 - 6 Yrs of Exp · Computer Science · Applications · Developing · Design · Implementation · Engineering · Information Technology (IT) · Mathematics · Python · Software Development,https://wuzzuf.net/jobs/p/1jReTsTyvpCJ-Senior-Python-Developer-FlairsTech-Cairo-Egypt?o=1&l=sp&t=sj&a=python|search-v3|hpb|spbg,"Bachelors degree in Software Engineering or Mathematics related discipline, with GPA of 3.0 or higher (or the equivalent)/ Strong experience with the design and implementation of low-latency, high-availability, and performant applications./ 3 or more years of experience Developing Software Applications within a small to the medium-sized team using primarily Python 2/3."
Senior Python Developer,Evolvice GmbH,"Cairo, Egypt ",2 days ago,Full timeExperienced · 4 - 7 Yrs of Exp · Django · backend · Cloud · Computer Science · Python · Software Development · ERP · Information Technology (IT) · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/Sh7jWq45Z9td-Senior-Python-Developer-Evolvice-GmbH-Cairo-Egypt?o=2&l=sp&t=sj&a=python|search-v3|hpb|spbg,"University degree in Computer Science, Engineering or equivalent degree/ 4 years minimum experience in Backend and Cloud development/ A solid experience in Django (Python), PostgreSQL and architectures/ Full stack minded ,technical architecture, network infrastructure/ Experience with digital projects for food retail and/or with significant ERP Retail (eg METI or Gold)/ At least Upper-Intermediate English (all the internal communication is in English)"
Junior Python Developer,Confidential -,"Nasr City, Cairo, Egypt ",3 days ago,Full timeEntry Level · 0 - 1 Yrs of Exp · Computer Science · Software Development · Software Engineering · JavaScript · jQuery · CSS · HTML · Python · Odoo · PHP,https://wuzzuf.net/jobs/p/6dnY14bWtXiW-Junior-Python-Developer-Cairo-Egypt?o=3&l=sp&t=sj&a=python|search-v3|hpb|spbg,"0 - 1 years of experience./ Computer Science/ Engineering graduate/ Python knowledge is a must/ Good knowledge of Linux/ Basic understanding of relational database systems/ HTML, CSS, jQuery and JavaScript knowledge is a plus/ The candidate should have the ability for quick self study/ Self solo learner / independent worker"
Senior Python Developer - Remote,"Nile Bits, LLC","6th of October, Giza, Egypt ",5 days ago,Full timeWork from homeExperienced · 5+ Yrs of Exp · Python · Django · javaScript · Software Development · Git · HTML5 · Unit Testing · Computer Science · Information Technology (IT) · Programming,https://wuzzuf.net/jobs/p/F7XJZfMxh2me-Senior-Python-Developer---Remote-Nile-Bits-LLC-Giza-Egypt?o=4&l=sp&t=sj&a=python|search-v3|hpb|spbg,"Expert in Python and Django is a must./ Familiarity with some ORM (Object Relational Mapper) libraries./ Able to integrate multiple data sources and databases into one system./ Understanding of the threading limitations of Python, and multi-process architecture./ Good understanding of server-side templating languages./ Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3./ Understanding of accessibility and security compliance./ Knowledge of user authentication and authorization between multiple systems, servers, and environments./ Understanding of fundamental design principles behind a scalable application./ Familiarity with event-driven programming in Python./ Understanding of the differences between multiple delivery platforms, such as mobile vs desktop, and optimizing output to match the specific platform./ Able to create database schemas that represent and support business processes./ Strong unit test and debugging skills./ Proficient understanding of code versioning tools such as Git, Mercurial or SVN."
Python Developer,Trufla,"Heliopolis, Cairo, Egypt ",5 days ago,Full timeExperienced · 2+ Yrs of Exp · Python · Git · Computer Science · Information Technology (IT) · Software Development · AWS · Agile · SQL · javaScript · PHP,https://wuzzuf.net/jobs/p/o1hH6mubtaOT-Python-Developer-Trufla-Cairo-Egypt?o=5&l=sp&t=sj&a=python|search-v3|hpb|spbg,"More than 2 years of experience./ Solid experience with Python./ A committed person who is eager to learn./ Good understanding of algorithms, data structures, and complexity./ Solid experience with Django, Flask or other Python web frameworks./ Familiarity with Amazon Web Services (AWS)./ Familiarity with containerization concepts (e.g. Docker and Kubernetes)./ Good understanding of CI/CD./ Familiar with Agile project management methodologies./ Experience in databases and SQL \/ NoSQL databases./ You have deployed Python applications to production./ Experience with consuming and build REST APIs./ Good understanding of code versioning tools such as Git./ Knowledge of JavaScript and php is a plus./ Familiarity with Linux."
Full Stack Software Engineer ( Python - React ),JRM for Communications,"Nasr City, Cairo, Egypt ",5 days ago,Full timeExperienced · 2 - 3 Yrs of Exp · Angular · Computer Science · Full-Stack · Information Technology (IT) · Python · React · Software · Software Development · Machine Learning · JavaScript,https://wuzzuf.net/jobs/p/ITaezijn1yin-Full-Stack-Software-Engineer-Python---React-JRM-for-Communications-Cairo-Egypt?o=6&l=sp&t=sj&a=python|search-v3|hpb|spbg,Bachelor's degree in computer science or a related field./ At least two years experience as a full-stack software engineer (.Net/Angular/React)/ At least one year's experience as a machine learning engineer./ Proficiency with Python code writing
Full Stack Developer (Python/React) -Fluent English,Fekra Technology Solutions and Construction,"Dokki, Giza, Egypt ",11 days ago,Full timeWork from homeExperienced · 5+ Yrs of Exp · Agile · Computer Science · Development · Information Technology (IT) · Python · React · Software Development · JavaScript · Programming · REST,https://wuzzuf.net/jobs/p/siSe2DSDszBc-Full-Stack-Developer-PythonReact--Fluent-English-Fekra-Technology-Solutions-and-Construction-Giza-Egypt?o=7&l=sp&t=sj&a=python|search-v3|hpb|spbg,"5+ years of experience developing and architecting for the web. You have intermediate to advanced front-end skills (JavaScript and React) and equally strong experience building back-end services with Python/ Familiarity with NoSQL and document-oriented databases (e.g. Datastore)/ Good practical understanding of source control, development, and deployment workflows/ Experience practicing and implementing continuous delivery using Lean and Agile processes/ Demonstrated grasp of functional and object-oriented programming patterns and algorithms/ Experience with GraphQL or REST APIs and API design/ Strong written and verbal communication skills. Explaining complex technical concepts to designers, POs, and other engineers is no problem for you/ You can lead technical architecture discussions and help drive technical decisions within your team/ You have a strong dedication to code quality, automation, and operational excellence through unit tests, documentation, and workflow/ Prior e-commerce experience with an affiliate, transactional, and popular third-party platforms (e.g. Shopify) is ideal/ GCP experience or experience working with cloud-based platforms preferred/ BS in Computer Science (or equivalent degree) or equivalent work experience"
Python Developer Ecommerce ERP System (Odoo) - Fluent English,Fekra Technology Solutions and Construction,"Dokki, Giza, Egypt ",9 days ago,Full timeWork from homeExperienced · 3 - 5 Yrs of Exp · Odoo · ERP · Programming · Python · Software Development · Information Technology (IT) · Computer Science · Linux · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/IOKNSDaLYrNy-Python-Developer-Ecommerce-ERP-System-Odoo---Fluent-English-Fekra-Technology-Solutions-and-Construction-Giza-Egypt?o=8&l=sp&t=sj&a=python|search-v3|hpb|spbg,Programming languages: Python/ Databases: PostgreSQL/ Operating Systems (OS): Linux/ Enterprise resource planning (ERP): Odoo
Python Developer- Fluent English,Fekra Technology Solutions and Construction,"Dokki, Giza, Egypt ",11 days ago,Full timeWork from homeExperienced · 3 - 5 Yrs of Exp · Agile · Programming · Software Development · Python · Computer Science · Elasticsearch · Information Technology (IT) · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/sZFCXnjuUmvf-Python-Developer--Fluent-English-Fekra-Technology-Solutions-and-Construction-Giza-Egypt?o=9&l=sp&t=sj&a=python|search-v3|hpb|spbg,Strong knowledge and deep understanding of Python/ Experience with Flask/ Good knowledge of PostgreSQL/ Experience with Elasticsearch/ The candidate must be familiar with agile methodologies/ Сan writes clean code and communicates effectively within a distributed remote team./ Up to three yrs’ of experience required
Python Developer (Odoo Framework),VA,"Salmiya, Kuwait ",11 days ago,Full timeExperienced · 3 - 7 Yrs of Exp · Python · Odoo Development · Computer Science · English · Information Technology (IT) · Software Development · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/Iet0uNlLEwyx-Python-Developer-Odoo-Framework-VA-Salmiya-Kuwait?o=10&l=sp&t=sj&a=python|search-v3|hpb|spbg,Bachelor of Information System degree or equivalent / 3+ years’ experience/ Object-oriented programming language/ Passion for development/ Quick & Autonomous learner/ Read & Written English
Python Developer (Odoo),2B,"Nasr City, Cairo, Egypt ",14 days ago,Full timeExperienced · 2+ Yrs of Exp · Python · Odoo · Computer Science · Information Technology (IT) · CSS · Linux · jQuery · API · Odoo Modules · HTML,https://wuzzuf.net/jobs/p/qUsnfsXYd18o-Python-Developer-Odoo-2B-Cairo-Egypt?o=11&l=sp&t=sj&a=python|search-v3|hpb|spbg,"Graduated from well known university/ Strong expertise in Python and Odoo/ At least two years of experience in Odoo/ Technical and Functional knowledge of Odoo modules and features/ Superior knowledge of relational database concepts, SQL./ Good knowledge of web development languages (HTML, CSS, JavaScript, JQuery)./ Excellent knowledge of Linux and Ubuntu./ Very Good English (written & spoken)./ Should have working knowledge of API's in ODOO./ Patience and professionalism and ability to learn./ Reliability and discretion: you will often learn of confidential matters/ Communication, negotiation, and relationship-building skills/ Excellent time management skills and the ability to prioritize work/ Attention to detail and problem-solving skills/ Excellent written and verbal communication skills/ Strong organizational skills with the ability to multi-task."
Backend Engineer - Python/Django,Paymob Solutions,"Maadi, Cairo, Egypt ",17 days ago,Full timeExperienced · 2+ Yrs of Exp · Information Technology (IT) · Python · Django · AWS · Web Services · Computer Science · Software Development · REST · APIs · ReactJS,https://wuzzuf.net/jobs/p/Tcg0N6scYDEk-Backend-Engineer---PythonDjango-Paymob-Solutions-Cairo-Egypt?o=12&l=sp&t=sj&a=python|search-v3|hpb|spbg,Minimum 2 years of solid experience as a Python Developer./ Experience with Python framework Django for at least 2 years as well./ Working in enterprise apps/ Experience with Amazon Web Services (AWS)/ Solid experience of databases and SQL/ Experience with PostgreSQL/ Knowledge of JavaScript and the ReactJS framework is a plus/ Experience with consuming REST APIs/JSON
Python Developer / REST API / Microservices - Ocucon Team (UK) - (Alexandria),Procrew,"Alexandria, Egypt ",13 days ago,Full timeExperienced · 3+ Yrs of Exp · MySQL · JavaScript · Software Development · Programming Language · Git · Information Technology (IT) · Front-End Development · Full Stack Development · Back-End Development · Computer Science,https://wuzzuf.net/jobs/p/9FwMpzfLtufL-Python-Developer-REST-API-Microservices---Ocucon-Team-UK---Alexandria-Procrew-Alexandria-Egypt?o=13&l=sp&t=sj&a=python|search-v3|hpb|spbg,3 years+ demonstrable Python/Flask and MySQL experience./ Experience building microservices and REST API’s/ Experience with event based microservice communication patterns/ Docker/ A working understanding of version control systems (e.g. Git)./ Job Type: Full-time
Python Programmer,Dumiah animation studio,"Maadi, Cairo, Egypt ",16 days ago,Full timeExperienced · 2 - 5 Yrs of Exp · Computer Science · Information Technology (IT) · Computer Engineering · Software Development · Software Engineering · Python · Linux · UNIX · HTML · javaScript,https://wuzzuf.net/jobs/p/chjzKM9Mf4mG-Python-Programmer-Dumiah-animation-studio-Cairo-Egypt?o=14&l=sp&t=sj&a=python|search-v3|hpb|spbg,"2-5 years of professional experience in Software Development./ Excellent Python experience./ Knowledge and experience of getting a versioning control system/ Linux commands knowledge and Troubleshoot Linux servers and networking issues/ Basic knowledge of security/ HTML, javascript, general knowledge/ Apache or Nginx general knowledge/ Learn open source and new technologies on daily basis as a core task/ The candidate should have the ability for quick self-study/ Work with API"
Senior Python Django Full Stack Developer,LINK Development,"Maadi, Cairo, Egypt ",22 days ago,Full timeExperienced · 2+ Yrs of Exp · Computer Science · Software Development · Python · Information Technology (IT) · javaScript · SQL · Software · Software Engineering · MySQL · HTML5,https://wuzzuf.net/jobs/p/YuLSMDJoCDJ6-Senior-Python-Django-Full-Stack-Developer-LINK-Development-Cairo-Egypt?o=15&l=sp&t=sj&a=python|search-v3|hpb|spbg,"Bachelor’s Degree in Software Engineering or equivalent major. / Minimum 2 years solid experience as Python developer and extensive knowledge of Django stack./ Understanding of the threading limitations of Python, and multi-process architecture./ Familiarity with event-driven programming in Python./ Advanced experience with SQL and NoSQL databases, MYSQL is a must./ Practical knowledge in performance optimizations. / Experience with microservices architecture and REST APIs./ Experience with docker/docker-compose./ Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3./ Full Understanding of accessibility and security compliance./ Problem-solving, strong unit test, and debugging skills./ Practical knwoldage in Cloud (AWS/Azure)./ Proven experience with Oddo is a plus."
Senior Software Engineer - Python\Django,Paymob Solutions,"Maadi, Cairo, Egypt ",4 days ago,Full timeExperienced · 2+ Yrs of Exp · Python · Computer Science · Software Engineering · Framework · Software Development · AWS · Information Technology (IT) · javaScript · Web Services · ReactJS,https://wuzzuf.net/jobs/p/PJpOR0VR3Waj-Senior-Software-Engineer---PythonDjango-Paymob-Solutions-Cairo-Egypt?o=16&l=sp&t=sj&a=python|search-v3|hpb|spbg,Minimum 2 years of solid experience as Python Developer . / Experience with Python framework Django for at least 2 years as well. / Working in enterprise apps/ Experience with Amazon Web Services (AWS)/ Solid experience of databases and SQL/ Experience with PostgreSQL/ Knowledge of JavaScript and the ReactJS framework is a plus/ Experience with consuming REST APIs/JSON
Python Developer,EBE,"Dokki, Giza, Egypt ",3 days ago,Full timeExperienced · 2+ Yrs of Exp · Software Development · Python · Information Technology (IT) · Computer Science · javaScript · HTML5 · Django · CSS3 · jQuery · Flask,https://wuzzuf.net/jobs/p/vvCKO4kLOle8-Python-Developer-EBE-Giza-Egypt?o=17&l=sp&t=sj&a=python|search-v3|hpb|spbg,"Very good command of English Language Teamwork spirit and good communication skills./ Solid experience with Python Mandatory Knowledge of Python Web Framework such as Django (Flask is optional)./ Familiarity with some ORM (Object Relational Mapper) libraries Basic understanding of front-end technologies, such as JavaScript, jQuery, HTML5, and CSS3 Able to integrate multiple data sources and databases into one system/ Understanding of the threading limitations of Python, and multi-process architecture/ Understanding of accessibility and security compliance/ Knowledge of user authentication and authorization between multiple systems, servers, and environments/ Good experience to create Rest API to Mobile App More than 2 years of experience"
Senior Python Developer,ExaServe LLC,"Nozha, Cairo, Egypt ",1 day ago,Full timeExperienced · 3 - 5 Yrs of Exp · AWS · Computer Science · Docker · Git · OOP · Python · Software Development · Software Engineering · Information Technology (IT) · SQL,https://wuzzuf.net/jobs/p/vSgUo8dOv6bY-Senior-Python-Developer-ExaServe-LLC-Cairo-Egypt?o=18&l=sp&t=sj&a=python|search-v3|hpb|spbg,"Bachelor's degree of Engineering, Computer Science or relevant. / Relevant (3-5) years of relevant experience in SW development/ Familiarity with backend frameworks Python FastAPI, and packaging these services in the Python ecosystem. / Experienced with OS-independent, architecting scalable cross-platforms and deployment using modern CI/CD techniques. / Extensive experience with Django, Flask or other Python web frameworks. / Experience with Requests, Numpy and Pandas Python libraries. / Consistent hands-on experience writing SQL queries. / Experience with both Relational and NoSQL databases. / Good understanding of web servers (Apache, Nginx) essential configurations. / Good understanding of CI/CD, containerization and container orchestration tools. / Familiarity with containerization concepts (e.g. Docker and Kubernetes). / Experience with Amazon Web Services (AWS) is a strong added value. / Experience with automation and versioning control systems such as GIT. / Solid understanding of OOP, SDLC, and ITIL. / Solid understanding of algorithms, data structures, and complexity. / Passionate to optimize the performance bottlenecks and large-scale deployments. / Experienced with projects management (Agile & Scrum) and tools (Projects & Jira). / Able to work in an agile team and workflow experience (git-flow, scrum, etc.) /  / Very good Estimation, Prioritization, and Organizational skills. / Excellent problem solving attitude, analytical, and troubleshooting skills. / Teamwork player and able to work independently. / Strong communication skills / Excellent attention to details / Ability to Work Under Pressure / Fluent in English, written and preferably spoken. / Males and Cairo residence is highly preferred."
Python (GCP AppEngine) Engineer,camelCase,"Mohandessin, Giza, Egypt ",2 days ago,Full timeExperienced · 3+ Yrs of Exp · Python · Google Cloud · App Engine · Scalability · TDD · GCP · Kubernetes · Lambda · Event Driven · Computer Science,https://wuzzuf.net/jobs/p/TcKtJ0ZFHMYY-Python-GCP-AppEngine-Engineer-camelCase-Giza-Egypt?o=19&l=sp&t=sj&a=python|search-v3|hpb|spbg,"Strong understanding of the web development cycle and programming techniques./ Excellent understanding of Python./ Strong English communication - written and verbal./ Good experience with cloud hosting and serverless applications (ideally Google Cloud, but AWS Lambda applicable)./ Familiarity with event driven architecture and queues./ Understanding of TDD methodology and automated testing techniques./ Bachelor’s degree in computer programming, computer science, or a related field."
Software Engineer - Backend Development (Python Django),Synapse Analytics,"Heliopolis, Cairo, Egypt ",1 day ago,Full timeEntry Level · Docker · Git · Application Security · TLS · SSL · HTTPS · SQL · DevOps · TCP · IP,https://wuzzuf.net/jobs/p/D4VPAQTuFGuE-Software-Engineer---Backend-Development-Python-Django-Synapse-Analytics-Cairo-Egypt?o=20&l=sp&t=sj&a=python|search-v3|hpb|spbg,"BS/BA, MS or PhD in Computer Science or relevant work experience/ Excellent Knowledge in Python/ Excellent Knowledge in Django/Django Rest Framework/ Expertise in building RESTful APIs/ Knowledge of UNIX/Linux environments/ Solid understanding of TCP/IP, Network Programming and Operating Systems/ In-depth knowledge and experience with designing and implementing DevOps concepts such as continuous integration and automated testing/ Knowledge of relational database concepts and experience writing SQL/ Knowledge of Application Security (TLS/SSL/HTTPS)/ Experience in using Git/ Experience in using Docker/ Experience in using GraphQL is a plus/ Experience in Machine Learning is a plus"
